,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,Unnamed: 0,number of crimes,Assault,Breaking & Entering,Drugs,Property Crime,Robbery,Theft,Theft from Vehicle,Theft of Vehicle
13,6054650070,20141007T000000,400000.0,3,1.75,1370,9680,1.0,0,0,4,7,1370,0,1977,0,98074,47.6127,-122.045,1370,10208,13,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
14,1175000570,20150312T000000,530000.0,5,2.0,1810,4850,1.5,0,0,3,7,1810,0,1900,0,98107,47.67,-122.39399999999999,1360,4850,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,9297300055,20150124T000000,650000.0,4,3.0,2950,5000,2.0,0,3,3,9,1980,970,1979,0,98126,47.5714,-122.375,2140,4000,15,9,1.0,0.0,0.0,3.0,0.0,1.0,1.0,3.0
16,1875500060,20140731T000000,395000.0,3,2.0,1890,14040,2.0,0,0,3,7,1890,0,1994,0,98019,47.7277,-121.962,1890,14018,16,24,1.0,8.0,0.0,8.0,0.0,4.0,3.0,0.0
17,6865200140,20140529T000000,485000.0,4,1.0,1600,4300,1.5,0,0,4,7,1600,0,1916,0,98103,47.6648,-122.34299999999999,1610,4300,17,4,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0
18,16000397,20141205T000000,189000.0,2,1.0,1200,9850,1.0,0,0,4,7,1200,0,1921,0,98002,47.3089,-122.21,1060,5095,18,50,5.0,13.0,2.0,10.0,0.0,8.0,9.0,3.0
19,7983200060,20150424T000000,230000.0,3,1.0,1250,9774,1.0,0,0,4,7,1250,0,1969,0,98003,47.3343,-122.306,1280,8850,19,289,20.0,78.0,2.0,72.0,2.0,32.0,58.0,25.0
20,6300500875,20140514T000000,385000.0,4,1.75,1620,4980,1.0,0,0,4,7,860,760,1947,0,98133,47.7025,-122.34100000000001,1400,4980,20,17,1.0,1.0,5.0,0.0,2.0,3.0,4.0,1.0
21,2524049179,20140826T000000,2000000.0,3,2.75,3050,44867,1.0,0,4,3,9,2330,720,1968,0,98040,47.5316,-122.23299999999999,4110,20336,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,7137970340,20140703T000000,285000.0,5,2.5,2270,6300,2.0,0,0,3,8,2270,0,1995,0,98092,47.3266,-122.169,2240,7005,22,39,3.0,15.0,2.0,3.0,0.0,8.0,2.0,6.0
23,8091400200,20140516T000000,252700.0,2,1.5,1070,9643,1.0,0,0,3,7,1070,0,1985,0,98030,47.3533,-122.166,1220,8386,23,5,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0
24,3814700200,20141120T000000,329000.0,3,2.25,2450,6500,2.0,0,0,4,8,2450,0,1985,0,98030,47.3739,-122.17200000000001,2200,6865,24,9,0.0,4.0,1.0,2.0,0.0,2.0,0.0,0.0
25,1202000200,20141103T000000,233000.0,3,2.0,1710,4697,1.5,0,0,5,6,1710,0,1941,0,98002,47.3048,-122.21799999999999,1030,4705,25,53,5.0,14.0,2.0,10.0,0.0,8.0,11.0,3.0
26,1794500383,20140626T000000,937000.0,3,1.75,2450,2691,2.0,0,0,3,8,1750,700,1915,0,98119,47.6386,-122.36,1760,3573,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,3303700376,20141201T000000,667000.0,3,1.0,1400,1581,1.5,0,0,5,8,1400,0,1909,0,98112,47.6221,-122.314,1860,3861,27,10,0.0,3.0,1.0,2.0,0.0,2.0,1.0,1.0
28,5101402488,20140624T000000,438000.0,3,1.75,1520,6380,1.0,0,0,3,7,790,730,1948,0,98115,47.695,-122.304,1520,6235,28,38,5.0,1.0,8.0,3.0,10.0,7.0,3.0,1.0
29,1873100390,20150302T000000,719000.0,4,2.5,2570,7173,2.0,0,0,3,8,2570,0,2005,0,98052,47.7073,-122.11,2630,6026,29,128,7.0,15.0,2.0,54.0,2.0,13.0,29.0,6.0
30,8562750320,20141110T000000,580500.0,3,2.5,2320,3980,2.0,0,0,3,8,2320,0,2003,0,98027,47.5391,-122.07,2580,3980,30,22,2.0,4.0,1.0,5.0,0.0,2.0,7.0,1.0
31,2426039314,20141201T000000,280000.0,2,1.5,1190,1265,3.0,0,0,3,7,1190,0,2005,0,98133,47.7274,-122.35700000000001,1390,1756,31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,461000390,20140624T000000,687500.0,4,1.75,2330,5000,1.5,0,0,4,7,1510,820,1929,0,98117,47.6823,-122.368,1460,5000,32,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
33,7589200193,20141110T000000,535000.0,3,1.0,1090,3000,1.5,0,0,4,8,1090,0,1929,0,98117,47.6889,-122.375,1570,5080,33,13,2.0,2.0,0.0,1.0,1.0,1.0,2.0,4.0
34,7955080270,20141203T000000,322500.0,4,2.75,2060,6659,1.0,0,0,3,7,1280,780,1981,0,98058,47.4276,-122.15700000000001,2020,8720,34,645,43.0,158.0,22.0,160.0,4.0,88.0,140.0,30.0
35,9547205180,20140613T000000,696000.0,3,2.5,2300,3060,1.5,0,0,3,8,1510,790,1930,2002,98115,47.6827,-122.31,1590,3264,35,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,9435300030,20140528T000000,550000.0,4,1.0,1660,34848,1.0,0,0,1,5,930,730,1933,0,98052,47.6621,-122.132,2160,11467,36,77,5.0,8.0,0.0,12.0,0.0,11.0,41.0,0.0
37,2768000400,20141230T000000,640000.0,4,2.0,2360,6000,2.0,0,0,4,8,2360,0,1904,0,98107,47.6702,-122.36200000000001,1730,4700,37,4,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0
38,7895500070,20150213T000000,240000.0,4,1.0,1220,8075,1.0,0,0,2,7,890,330,1969,0,98001,47.3341,-122.28200000000001,1290,7800,38,1271,100.0,326.0,26.0,310.0,13.0,152.0,235.0,109.0
39,2078500320,20140620T000000,605000.0,4,2.5,2620,7553,2.0,0,0,3,8,2620,0,1996,0,98056,47.5301,-122.18,2620,11884,39,44,5.0,8.0,0.0,6.0,0.0,4.0,18.0,3.0
40,5547700270,20140715T000000,625000.0,4,2.5,2570,5520,2.0,0,0,3,9,2570,0,2000,0,98074,47.6145,-122.027,2470,5669,40,8,0.0,0.0,0.0,5.0,0.0,1.0,2.0,0.0
41,7766200013,20140811T000000,775000.0,4,2.25,4220,24186,1.0,0,0,3,8,2600,1620,1984,0,98166,47.445,-122.34700000000001,2410,30617,41,52,5.0,16.0,0.0,15.0,1.0,3.0,3.0,9.0
42,7203220400,20140707T000000,861990.0,5,2.75,3595,5639,2.0,0,0,3,9,3595,0,2014,0,98053,47.6848,-122.016,3625,5639,42,111,6.0,26.0,2.0,36.0,0.0,16.0,23.0,2.0
43,9270200160,20141028T000000,685000.0,3,1.0,1570,2280,2.0,0,0,3,7,1570,0,1922,0,98119,47.6413,-122.36399999999999,1580,2640,43,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,1432701230,20140729T000000,309000.0,3,1.0,1280,9656,1.0,0,0,4,6,920,360,1959,0,98058,47.4485,-122.175,1340,8808,44,494,33.0,110.0,9.0,114.0,6.0,81.0,90.0,51.0
45,8035350320,20140718T000000,488000.0,3,2.5,3160,13603,2.0,0,0,3,8,3160,0,2003,0,98019,47.7443,-121.977,3050,9232,45,17,0.0,2.0,0.0,4.0,0.0,4.0,4.0,3.0
46,8945200830,20150325T000000,210490.0,3,1.0,990,8528,1.0,0,0,3,6,990,0,1966,0,98023,47.3066,-122.37100000000001,1228,8840,46,10,0.0,2.0,0.0,0.0,0.0,3.0,3.0,2.0
47,4178300310,20140716T000000,785000.0,4,2.5,2290,13416,2.0,0,0,4,9,2290,0,1981,0,98007,47.6194,-122.15100000000001,2680,13685,47,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,9215400105,20150428T000000,450000.0,3,1.75,1250,5963,1.0,0,0,4,7,1250,0,1953,0,98115,47.6796,-122.301,970,5100,48,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,822039084,20150311T000000,1350000.0,3,2.5,2753,65005,1.0,1,2,5,9,2165,588,1953,0,98070,47.4041,-122.45100000000001,2680,72513,49,61,5.0,27.0,2.0,13.0,0.0,10.0,2.0,2.0
50,5245600105,20140916T000000,228000.0,3,1.0,1190,9199,1.0,0,0,3,7,1190,0,1955,0,98148,47.4258,-122.322,1190,9364,50,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
51,7231300125,20150217T000000,345000.0,5,2.5,3150,9134,1.0,0,0,4,8,1640,1510,1966,0,98056,47.4934,-122.189,1990,9133,51,12,2.0,4.0,0.0,1.0,0.0,0.0,4.0,1.0
52,7518505990,20141231T000000,600000.0,3,1.75,1410,4080,1.0,0,0,4,7,1000,410,1950,0,98117,47.6808,-122.384,1410,4080,52,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
53,3626039271,20150205T000000,585000.0,2,1.75,1980,8550,1.0,0,0,3,7,990,990,1981,0,98117,47.6989,-122.369,1480,6738,53,20,2.0,1.0,3.0,1.0,2.0,4.0,3.0,4.0
54,4217401195,20150303T000000,920000.0,5,2.25,2730,6000,1.5,0,0,3,8,2130,600,1927,0,98105,47.6571,-122.281,2730,6000,54,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
55,9822700295,20140512T000000,885000.0,4,2.5,2830,5000,2.0,0,0,3,9,2830,0,1995,0,98105,47.6597,-122.29,1950,5000,55,4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
56,9478500640,20140819T000000,292500.0,4,2.5,2250,4495,2.0,0,0,3,7,2250,0,2008,0,98042,47.3663,-122.11399999999999,2250,4500,56,57,4.0,23.0,3.0,11.0,0.0,7.0,6.0,3.0
57,2799800710,20150407T000000,301000.0,3,2.5,2420,4750,2.0,0,0,3,8,2420,0,2003,0,98042,47.3663,-122.12200000000001,2690,4750,57,28,1.0,11.0,1.0,4.0,0.0,5.0,4.0,2.0
58,7922800400,20140827T000000,951000.0,5,3.25,3250,14342,2.0,0,4,4,8,3250,0,1968,0,98008,47.588,-122.116,2960,11044,58,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8079040320,20150223T000000,430000.0,4,3.0,1850,9976,2.0,0,0,3,8,1850,0,1991,0,98059,47.5059,-122.149,2270,8542,59,103,9.0,29.0,0.0,32.0,2.0,11.0,16.0,4.0
60,1516000055,20141210T000000,650000.0,3,2.25,2150,21235,1.0,0,3,4,8,1590,560,1959,0,98166,47.4336,-122.339,2570,18900,60,32,3.0,14.0,0.0,11.0,0.0,1.0,1.0,2.0
61,9558200045,20140828T000000,289000.0,3,1.75,1260,8400,1.0,0,0,3,7,1260,0,1954,0,98148,47.4366,-122.335,1290,8750,61,43,4.0,15.0,0.0,14.0,0.0,1.0,1.0,8.0
62,5072410070,20141021T000000,505000.0,3,1.75,2519,8690,2.0,0,0,5,8,2519,0,1973,0,98166,47.4428,-122.344,2500,9500,62,52,5.0,16.0,0.0,15.0,1.0,3.0,3.0,9.0
63,9528102996,20141207T000000,549000.0,3,1.75,1540,1044,3.0,0,0,3,8,1540,0,2014,0,98115,47.6765,-122.32,1580,3090,63,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,1189001180,20140603T000000,425000.0,3,2.25,1660,6000,1.0,0,0,3,7,1110,550,1979,0,98122,47.6113,-122.29700000000001,1440,4080,64,21,3.0,4.0,2.0,4.0,2.0,4.0,0.0,2.0
65,3253500160,20141120T000000,317625.0,3,2.75,2770,3809,1.5,0,0,5,7,1770,1000,1925,0,98144,47.5747,-122.304,1440,4000,65,4,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
66,3394100030,20140909T000000,975000.0,4,2.5,2720,11049,2.0,0,0,3,10,2720,0,1989,0,98004,47.5815,-122.19200000000001,2750,11049,66,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,3717000160,20141009T000000,287000.0,4,2.5,2240,4648,2.0,0,0,3,7,2240,0,2005,0,98001,47.3378,-122.257,2221,4557,67,344,18.0,74.0,6.0,94.0,4.0,40.0,77.0,31.0
68,1274500060,20140825T000000,204000.0,3,1.0,1000,12070,1.0,0,0,4,7,1000,0,1968,0,98042,47.3621,-122.11,1010,12635,68,61,4.0,24.0,3.0,11.0,0.0,6.0,8.0,5.0
69,1802000060,20140612T000000,1325000.0,5,2.25,3200,20158,1.0,0,0,3,8,1600,1600,1965,0,98004,47.6303,-122.215,3390,20158,69,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
70,1525059190,20140912T000000,1040000.0,5,3.25,4770,50094,1.0,0,0,4,11,3070,1700,1973,0,98005,47.6525,-122.16,3530,38917,70,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
71,1049000060,20150105T000000,325000.0,3,2.0,1260,5612,1.0,0,0,4,7,1260,0,1972,0,98034,47.7362,-122.179,1640,4745,71,553,61.0,81.0,19.0,141.0,5.0,94.0,134.0,18.0
72,8820901275,20140610T000000,571000.0,4,2.0,2750,7807,1.5,0,0,5,7,2250,500,1916,0,98125,47.7168,-122.287,1510,7807,72,3,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
73,5416510140,20140710T000000,360000.0,4,2.5,2380,5000,2.0,0,0,3,8,2380,0,2005,0,98038,47.3608,-122.036,2420,5000,73,50,5.0,18.0,2.0,9.0,0.0,10.0,6.0,0.0
74,3444100400,20150316T000000,349000.0,3,1.75,1790,50529,1.0,0,0,5,7,1090,700,1965,0,98042,47.3511,-122.073,1940,50529,74,313,12.0,119.0,5.0,84.0,0.0,42.0,40.0,11.0
75,3276920270,20141105T000000,832500.0,4,4.0,3430,35102,2.0,0,0,4,10,2390,1040,1986,0,98075,47.5822,-121.98700000000001,3240,35020,75,243,12.0,33.0,14.0,63.0,0.0,31.0,83.0,7.0
76,4036801170,20141013T000000,380000.0,4,1.75,1760,7300,1.0,0,0,3,7,880,880,1956,0,98008,47.6034,-122.125,1680,7500,76,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
77,2391600320,20150420T000000,480000.0,3,1.0,1040,5060,1.0,0,0,3,7,1040,0,1941,0,98116,47.5636,-122.39399999999999,890,5060,77,8,1.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0
78,6300000287,20140609T000000,410000.0,3,1.0,1410,5060,1.0,0,0,4,7,910,500,1956,0,98133,47.7073,-122.34,1130,5693,78,23,1.0,1.0,6.0,2.0,3.0,4.0,5.0,1.0
79,1531000030,20150323T000000,720000.0,4,2.5,3450,39683,2.0,0,0,3,10,3450,0,2002,0,98010,47.342,-122.025,3350,39750,79,9,1.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0
80,5104520400,20141202T000000,390000.0,3,2.5,2350,5100,2.0,0,0,3,8,2350,0,2003,0,98038,47.3512,-122.008,2350,5363,80,24,5.0,3.0,2.0,3.0,0.0,4.0,3.0,4.0
81,7437100340,20141222T000000,360000.0,4,2.5,1900,5889,2.0,0,0,3,7,1900,0,1992,0,98038,47.349,-122.031,1870,6405,81,18,1.0,6.0,2.0,3.0,0.0,2.0,3.0,1.0
82,9418400240,20141028T000000,355000.0,2,1.0,2020,6720,1.0,0,0,3,7,1010,1010,1948,0,98118,47.5474,-122.291,1720,6720,82,24,2.0,5.0,3.0,5.0,0.0,5.0,0.0,4.0
83,1523059105,20150128T000000,356000.0,3,1.5,1680,8712,1.0,0,0,3,8,1680,0,1964,0,98059,47.4811,-122.149,1850,8797,83,249,9.0,63.0,3.0,52.0,2.0,31.0,64.0,25.0
84,1133000671,20140602T000000,315000.0,3,1.0,960,6634,1.0,0,0,3,6,960,0,1952,0,98125,47.7264,-122.31,1570,7203,84,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
85,4232902595,20141114T000000,940000.0,3,1.5,2140,3600,2.0,0,0,3,9,1900,240,1925,0,98119,47.6337,-122.365,2020,4800,85,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,2599001200,20141103T000000,305000.0,5,2.25,2660,8400,1.5,0,0,5,7,2660,0,1961,0,98092,47.2909,-122.189,1590,8165,86,48,1.0,5.0,6.0,11.0,1.0,5.0,14.0,5.0
87,3342103156,20140618T000000,461000.0,3,3.25,2770,6278,2.0,0,0,3,9,1980,790,2006,0,98056,47.5228,-122.199,1900,7349,87,4,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0
88,1332700270,20140519T000000,215000.0,2,2.25,1610,2040,2.0,0,0,4,7,1610,0,1979,0,98056,47.518,-122.194,1950,2025,88,19,1.0,5.0,0.0,1.0,0.0,3.0,6.0,3.0
89,3869900162,20140904T000000,335000.0,2,1.75,1030,1066,2.0,0,0,3,7,765,265,2006,0,98136,47.5394,-122.387,1030,1106,89,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,2791500270,20140522T000000,243500.0,4,2.5,1980,7403,2.0,0,0,3,7,1980,0,1988,0,98023,47.2897,-122.37200000000001,1980,7510,90,12,0.0,1.0,0.0,0.0,0.0,4.0,5.0,2.0
91,5036300431,20150311T000000,1099880.0,5,2.75,3520,6353,2.0,0,0,4,10,3520,0,2001,0,98199,47.6506,-122.391,2520,6250,91,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
92,4168000060,20150226T000000,153000.0,3,1.0,1200,10500,1.0,0,0,3,7,1200,0,1962,0,98023,47.321999999999996,-122.351,1350,10500,92,4,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0
93,6021501535,20140725T000000,430000.0,3,1.5,1580,5000,1.0,0,0,3,8,1290,290,1939,0,98117,47.687,-122.38600000000001,1570,4500,93,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
94,6021501535,20140725T000000,430000.0,3,1.5,1580,5000,1.0,0,0,3,8,1290,290,1939,0,98117,47.687,-122.38600000000001,1570,4500,94,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
95,6021501535,20141223T000000,700000.0,3,1.5,1580,5000,1.0,0,0,3,8,1290,290,1939,0,98117,47.687,-122.38600000000001,1570,4500,93,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
96,6021501535,20141223T000000,700000.0,3,1.5,1580,5000,1.0,0,0,3,8,1290,290,1939,0,98117,47.687,-122.38600000000001,1570,4500,94,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
97,1483300570,20140908T000000,905000.0,4,2.5,3300,10250,1.0,0,0,3,7,2390,910,1946,1991,98040,47.5873,-122.249,1950,6045,95,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,3422049190,20150330T000000,247500.0,3,1.75,1960,15681,1.0,0,0,3,7,1960,0,1967,0,98032,47.3576,-122.277,1750,15616,96,537,30.0,145.0,4.0,121.0,6.0,62.0,126.0,43.0
99,1099611230,20140912T000000,199000.0,4,1.5,1160,6400,1.0,0,0,4,7,1160,0,1975,0,98023,47.3036,-122.37799999999999,1160,6400,97,10,0.0,2.0,0.0,0.0,0.0,3.0,3.0,2.0
100,722079104,20140711T000000,314000.0,3,1.75,1810,41800,1.0,0,0,5,7,1210,600,1980,0,98038,47.4109,-121.958,1650,135036,98,66,8.0,17.0,3.0,19.0,1.0,11.0,3.0,4.0
101,7338200240,20140516T000000,437500.0,3,2.5,2320,36847,2.0,0,2,3,9,2320,0,1992,0,98045,47.4838,-121.714,2550,35065,99,82,1.0,13.0,1.0,23.0,0.0,11.0,30.0,3.0
102,1952200240,20140611T000000,850830.0,3,2.5,2070,13241,1.5,0,0,5,9,1270,800,1910,0,98102,47.6415,-122.315,2200,4500,100,4,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
103,5200100125,20141027T000000,555000.0,3,2.0,1980,3478,1.5,0,0,4,7,1440,540,1929,0,98117,47.6775,-122.37200000000001,1610,3478,101,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
104,7214720075,20141212T000000,699950.0,3,2.25,2190,107593,2.0,0,0,4,8,2190,0,1983,0,98077,47.7731,-122.08,2570,47777,102,152,9.0,57.0,1.0,40.0,0.0,12.0,31.0,2.0
105,2450000295,20141007T000000,1088000.0,3,2.5,2920,8113,2.0,0,0,3,8,2920,0,1950,2010,98004,47.5814,-122.196,2370,8113,103,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,6197800045,20140924T000000,290000.0,3,1.0,1210,33919,1.0,0,0,3,7,1210,0,1954,0,98058,47.4375,-122.184,1640,14910,104,230,18.0,42.0,17.0,63.0,2.0,33.0,48.0,7.0
107,1328310370,20150402T000000,375000.0,3,2.5,2340,10005,1.0,0,0,4,8,1460,880,1978,0,98058,47.4431,-122.133,2250,8162,105,1342,86.0,280.0,31.0,355.0,20.0,180.0,257.0,133.0
108,546000875,20140523T000000,460000.0,3,1.0,1670,4005,1.5,0,0,4,7,1170,500,1939,0,98117,47.6878,-122.38,1240,4005,106,6,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
109,3530510041,20140723T000000,188500.0,2,1.75,1240,2493,1.0,0,0,4,8,1240,0,1985,0,98198,47.3813,-122.322,1270,4966,107,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
110,1853000400,20150305T000000,680000.0,4,2.5,3140,28037,2.0,0,0,4,10,3140,0,1991,0,98077,47.7304,-122.08200000000001,2990,35001,108,292,6.0,77.0,5.0,81.0,0.0,25.0,84.0,14.0
111,3134100116,20140827T000000,470000.0,5,1.75,2030,12342,2.0,0,0,4,7,2030,0,1942,0,98052,47.6417,-122.109,2500,9433,109,3,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
112,9545230140,20140725T000000,597750.0,4,2.5,2310,9624,2.0,0,0,3,8,2310,0,1984,0,98027,47.5386,-122.053,1940,9636,110,15,0.0,2.0,0.0,2.0,0.0,2.0,8.0,1.0
113,3362400511,20150304T000000,570000.0,3,1.75,1260,3328,1.0,0,0,5,6,700,560,1905,0,98103,47.6823,-122.34899999999999,1380,3536,111,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
114,2525310310,20140916T000000,272500.0,3,1.75,1540,12600,1.0,0,0,4,7,1160,380,1980,0,98038,47.3624,-122.031,1540,11656,112,55,5.0,20.0,2.0,10.0,0.0,11.0,7.0,0.0
115,6126500060,20141124T000000,329950.0,3,1.75,2080,5969,1.0,0,2,3,7,1080,1000,1971,0,98108,47.5474,-122.295,2090,5500,113,27,2.0,6.0,3.0,6.0,0.0,6.0,0.0,4.0
116,8961960160,20141028T000000,480000.0,4,2.5,3230,16171,2.0,0,3,3,9,2520,710,2001,0,98001,47.3183,-122.25299999999999,2640,8517,114,33,4.0,12.0,0.0,7.0,0.0,2.0,5.0,3.0
117,3626039325,20141121T000000,740500.0,3,3.5,4380,6350,2.0,0,0,3,8,2780,1600,1900,1999,98117,47.6981,-122.368,1830,6350,115,21,2.0,2.0,3.0,1.0,2.0,4.0,3.0,4.0
118,3362400431,20140626T000000,518500.0,3,3.5,1590,1102,3.0,0,0,3,8,1590,0,2010,0,98103,47.6824,-122.34700000000001,1620,3166,116,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
119,4060000240,20140623T000000,205425.0,2,1.0,880,6780,1.0,0,0,4,6,880,0,1945,0,98178,47.5009,-122.24799999999999,1190,6780,117,2243,234.0,615.0,64.0,593.0,67.0,224.0,212.0,234.0
120,3454800060,20150108T000000,171800.0,4,2.0,1570,9600,1.0,0,0,3,6,1570,0,1950,0,98168,47.4965,-122.303,1880,9000,118,261,30.0,60.0,4.0,55.0,1.0,28.0,40.0,43.0
121,1695900060,20150511T000000,535000.0,4,1.0,1610,2982,1.5,0,0,4,7,1610,0,1925,0,98144,47.586999999999996,-122.294,1610,4040,119,4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
122,7278700070,20150102T000000,660000.0,3,2.5,2400,6474,1.0,0,2,3,8,1560,840,1964,0,98177,47.7728,-122.38600000000001,2340,10856,120,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
123,6675500070,20141119T000000,391500.0,3,2.0,1450,9132,1.0,0,0,3,7,1450,0,1987,0,98034,47.7288,-122.226,1580,9104,121,313,20.0,44.0,16.0,82.0,5.0,62.0,75.0,9.0
124,3626039187,20150406T000000,395000.0,2,1.0,770,6000,1.0,0,0,3,6,770,0,1953,0,98117,47.6999,-122.36399999999999,1710,6000,122,25,2.0,2.0,3.0,2.0,3.0,5.0,4.0,4.0
